Bearing_No,Rotational_Velocity ,Radial_Load,Axial_Load,Dynamic_Load_Rating,Satic_Load_Ratimg,Limitng_speed,Shaft_Diameter,Bearing_outside_Diameter,Bearing_Width,MIN_Deformation,MAX_Deformation,AVG_Deformation,Deformation_On_Ball_MIN,Deformation_On_Ball_MAX,Deformation_On_Ball_AVG,MIN_Stress,MAX_Stress,AVG_Stress,Stress_On_Ball_MIN,Stress_On_Ball_MAX,Stress_On_Ball_AVG,Frictional_Stress_MIN,Frictional_Stress_MAX,Frictional_Stress_AVG,MIN_Pressure,MAX_Pressure,AVG_Pressure,,,
6021,9528.35,-1027.1,41.968,72500,66000,4800,105,160,26,1.66E-18,1.6621,0.33474,1.15E-03,0.37369,0.20017,2.10E-02,38.158,3.3633,0.15323,30.153,3.6746,0,6.6705,0.25301,0,66.705,2.9358,,,
6021,9906.65,-1030.1,45.964,72500,66000,4800,105,160,26,9.53E-19,1.69,0.33401,1.40E-03,0.36041,0.19366,1.87E-02,34.04,3.0736,0.14227,27.232,3.3249,0,6.248,0.22384,0,62.48,2.6518,,,
6021,10284.95,-1033.1,49.96,72500,66000,4800,105,160,26,6.45E-19,1.7086,0.34035,1.22E-03,0.37191,0.19993,2.07E-02,37.346,3.3504,0.15475,29.565,3.6591,0,6.6555,0.25358,0,66.555,2.9204,,,
6021,10663.9,-1036.1,53.956,72500,66000,4800,105,160,26,3.70E-18,1.7272,0.34413,1.16E-03,0.37649,0.20222,2.15E-02,38.842,3.4561,0.16003,30.626,3.7862,0,6.8259,0.26362,0,68.259,3.0234,,,
6021,11042.2,-1039.2,57.952,72500,66000,4800,105,160,26,5.57E-18,1.7551,0.34635,1.17E-03,0.37364,0.20029,2.11E-02,38.39,3.3698,0.15304,30.32,3.6813,0,6.7284,0.25388,0,67.284,2.9423,,,
6021,11420.5,-1042.2,61.948,72500,66000,4800,105,160,26,2.07E-18,1.783,0.34628,1.33E-03,0.36418,0.1948,1.98E-02,35.84,3.1263,0.14082,28.536,3.3867,0,6.3953,0.2292,0,63.953,2.705,,,
6021,11799.45,-1045.2,65.944,72500,66000,4800,105,160,26,6.28E-20,1.8016,0.35253,1.20E-03,0.37522,0.20093,2.17E-02,38.922,3.3996,0.15277,30.667,3.7167,0,6.7784,0.25863,0,67.784,2.969,,,
6021,12177.75,-1048.2,69.94,72500,66000,4800,105,160,26,1.53E-19,1.8202,0.35606,1.13E-03,0.37861,0.20284,2.21E-02,39.859,3.4877,0.15861,31.35,3.8228,0,6.8869,0.26676,0,68.869,3.0531,,,
6021,12556.05,-1051.2,73.936,72500,66000,4800,105,160,26,4.56E-18,1.8481,0.35788,1.18E-03,0.37388,0.20029,2.10E-02,38.385,3.3705,0.15315,30.323,3.6811,0,6.7013,0.2538,0,67.013,2.9418,,,
6021,12935,-1054.2,77.932,72500,66000,4800,105,160,26,2.76E-18,1.876,0.35751,1.38E-03,0.36302,0.19433,1.91E-02,34.992,3.1058,0.14144,27.953,3.3611,0,6.3114,0.2269,0,63.114,2.6821,,,
6021,13313.3,-1057.2,81.928,72500,66000,4800,105,160,26,5.72E-19,1.8946,0.3638,1.21E-03,0.3742,0.20053,2.11E-02,38.197,3.3807,0.15372,30.162,3.6932,0,6.7117,0.2566,0,67.117,2.9493,,,
6021,13691.6,-1060.2,85.924,72500,66000,4800,105,160,26,5.13E-19,1.9132,0.36744,1.15E-03,0.378,0.2026,2.18E-02,39.346,3.4767,0.15935,30.987,3.8087,0,6.8577,0.26557,0,68.577,3.0414,,,
6021,14070.55,-1063.3,89.92,72500,66000,4800,105,160,26,2.10E-18,1.9411,0.36943,1.17E-03,0.37395,0.20031,2.11E-02,38.292,3.3722,0.15321,30.261,3.6822,0,6.7213,0.25394,0,67.213,2.943,,,
6021,14448.85,-1066.3,93.916,72500,66000,4800,105,160,26,2.38E-18,1.969,0.36918,1.35E-03,0.36356,0.19454,1.95E-02,35.277,3.1164,0.14122,28.158,3.3728,0,6.3573,0.22795,0,63.573,2.6924,,,
6021,14827.15,-1069.3,97.912,72500,66000,4800,105,160,26,9.75E-19,1.9876,0.37544,1.20E-03,0.37469,0.2007,2.15E-02,38.437,3.3897,0.15345,30.336,3.7029,0,6.7443,0.25749,0,67.443,2.9576,,,
6021,15206.1,-1072.3,101.91,72500,66000,4800,105,160,26,1.30E-18,2.0062,0.37903,1.14E-03,0.37831,0.20269,2.21E-02,39.486,3.482,0.15915,31.091,3.814,0,6.8666,0.26603,0,68.666,3.0457,,,
6021,15584.4,-1075.3,105.9,72500,66000,4800,105,160,26,4.09E-18,2.0341,0.38094,1.17E-03,0.37398,0.20028,2.11E-02,38.259,3.3714,0.15326,30.245,3.6802,0,6.7006,0.25376,0,67.006,2.9412,,,
6021,15962.7,-1078.3,109.9,72500,66000,4800,105,160,26,2.96E-18,2.062,0.38064,1.36E-03,0.36339,0.19443,1.94E-02,35.125,3.1122,0.14135,28.058,3.3668,0,6.3232,0.22743,0,63.232,2.6872,,,
6021,16341.65,-1081.3,113.9,72500,66000,4800,105,160,26,1.04E-18,2.0806,0.38691,1.21E-03,0.37454,0.2006,2.14E-02,38.302,3.3861,0.15362,30.248,3.6975,0,6.7164,0.25697,0,67.164,2.9532,,,
6021,16719.95,-1084.3,117.89,72500,66000,4800,105,160,26,3.88E-18,2.0992,0.39052,1.14E-03,0.37824,0.20263,2.20E-02,39.394,3.4801,0.15929,31.032,3.8107,0,6.8515,0.26577,0,68.515,3.0432,,,
6021,17098.25,-1087.3,121.89,72500,66000,4800,105,160,26,6.86E-18,2.1271,0.39248,1.17E-03,0.37402,0.20029,2.11E-02,38.246,3.3727,0.15326,30.241,3.6808,0,6.7045,0.25384,0,67.045,2.9421,,,
6021,17477.2,-1090.4,125.88,72500,66000,4800,105,160,26,2.55E-18,2.155,0.39221,1.36E-03,0.36351,0.19449,1.94E-02,35.169,3.1156,0.14132,28.095,3.3698,0,6.3381,0.22771,0,63.381,2.6899,,,
6021,17855.5,-1093.4,129.88,72500,66000,4800,105,160,26,9.80E-19,2.1736,0.39847,1.21E-03,0.37466,0.20064,2.14E-02,38.34,3.3888,0.15358,30.28,3.6998,0,6.7273,0.25726,0,67.273,2.9552,,,
6021,18233.8,-1096.4,133.88,72500,66000,4800,105,160,26,2.01E-18,2.1922,0.40207,1.14E-03,0.37833,0.20265,2.20E-02,39.414,3.4817,0.15928,31.052,3.8116,0,6.8554,0.26584,0,68.554,3.0441,,,
6021,18612.75,-1099.4,137.87,72500,66000,4800,105,160,26,5.07E-18,2.2201,0.404,1.17E-03,0.37406,0.20027,2.11E-02,38.234,3.3727,0.15329,30.24,3.6797,0,6.6983,0.25377,0,66.983,2.9414,,,
6021,18991.05,-1102.4,141.87,72500,66000,4800,105,160,26,1.70E-18,2.248,0.40372,1.36E-03,0.36351,0.19445,1.95E-02,35.134,3.115,0.14137,28.076,3.3679,0,6.3266,0.22756,0,63.266,2.6883,,,
6021,19369.35,-1105.4,145.86,72500,66000,4800,105,160,26,6.28E-19,2.2666,0.40998,1.21E-03,0.37466,0.20061,2.15E-02,38.307,3.3882,0.15364,30.263,3.698,0,6.7193,0.25712,0,67.193,2.9539,,,
6021,19748.3,-1108.4,149.86,72500,66000,4800,105,160,26,2.13E-18,2.2852,0.41359,1.14E-03,0.37834,0.20263,2.21E-02,39.388,3.4816,0.15934,31.04,3.8105,0,6.8521,0.26579,0,68.521,3.0433,,,
6021,20126.6,-1111.4,153.86,72500,66000,4800,105,160,26,5.64E-18,2.3131,0.41553,1.17E-03,0.3741,0.20027,2.11E-02,38.222,3.3738,0.15332,30.237,3.6799,0,6.7009,0.2538,0,67.009,2.9417,,,
6021,20504.9,-1114.5,157.85,72500,66000,4800,105,160,26,5.51E-19,2.3409,0.41526,1.36E-03,0.36356,0.19447,1.94E-02,35.131,3.1167,0.14139,28.08,3.369,0,6.3318,0.22765,0,63.318,2.6893,,,
6021,20883.85,-1117.5,161.85,72500,66000,4800,105,160,26,4.65E-19,2.3595,0.42153,1.21E-03,0.37471,0.20062,2.14E-02,38.302,3.3897,0.15367,30.266,3.6988,0,6.721,0.25719,0,67.21,2.9546,,,
6021,21262.15,-1120.5,165.84,72500,66000,4800,105,160,26,3.38E-19,2.3781,0.42512,1.14E-03,0.37839,0.20263,2.21E-02,39.38,3.4828,0.15936,31.041,3.8108,0,6.8502,0.26581,0,68.502,3.0437,,,
6021,21640.45,-1123.5,169.84,72500,66000,4800,105,160,26,6.26E-18,2.406,0.42707,1.17E-03,0.37413,0.20027,2.11E-02,38.209,3.3745,0.15337,30.234,3.6797,0,6.6946,0.25379,0,66.946,2.9416,,,
6021,22019.4,-1126.5,173.84,72500,66000,4800,105,160,26,1.83E-18,2.4339,0.42679,1.36E-03,0.36359,0.19446,1.94E-02,35.114,3.1173,0.14142,28.075,3.3686,0,6.3243,0.22763,0,63.243,2.689,,,
6021,22397.7,-1129.5,177.83,72500,66000,4800,105,160,26,4.14E-19,2.4525,0.43306,1.21E-03,0.37474,0.20062,2.14E-02,38.286,3.3904,0.15373,30.26,3.6986,0,6.7165,0.25719,0,67.165,2.9545,,,
6021,22776,-1132.5,181.83,72500,66000,4800,105,160,26,1.31E-19,2.4711,0.43666,1.14E-03,0.37842,0.20263,2.21E-02,39.365,3.4838,0.15941,31.036,3.811,0,6.8488,0.26585,0,68.488,3.0439,,,
6021,23154.3,-1135.5,185.82,72500,66000,4800,105,160,26,1.19E-18,2.499,0.4386,1.17E-03,0.37416,0.20028,2.11E-02,38.196,3.3758,0.15341,30.231,3.6803,0,6.6969,0.25385,0,66.969,2.9421,,,
6021,23533.25,-1138.6,189.82,72500,66000,4800,105,160,26,3.71E-18,2.5269,0.43833,1.36E-03,0.36362,0.19447,1.94E-02,35.103,3.1188,0.14145,28.073,3.3693,0,6.3279,0.2277,0,63.279,2.6897,,,
6021,23911.55,-1141.6,193.82,72500,66000,4800,105,160,26,2.93E-18,2.5455,0.4437,1.24E-03,0.37225,0.19923,2.10E-02,37.566,3.3287,0.15055,29.773,3.623,0,6.626,0.25005,0,66.26,2.8951,,,
6021,24289.85,-1144.6,197.81,72500,66000,4800,105,160,26,2.30E-18,2.5641,0.44657,1.20E-03,0.37382,0.20012,2.13E-02,38.021,3.3695,0.15311,30.103,3.6719,0,6.6803,0.25375,0,66.803,2.9338,,,
6021,24668.8,-1147.6,201.81,72500,66000,4800,105,160,26,1.22E-18,2.592,0.4481,1.26E-03,0.36826,0.19712,2.03E-02,36.472,3.2345,0.14668,29.028,3.5086,0,6.4846,0.23941,0,64.846,2.8041,,,
6021,25047.1,-1150.6,205.8,72500,66000,4800,105,160,26,1.39E-18,2.6199,0.44818,1.45E-03,0.359,0.19185,1.89E-02,33.683,3.0081,0.13838,26.957,3.2342,0,6.1444,0.21677,0,61.444,2.5799,,,
6021,25425.4,-1153.6,209.8,72500,66000,4800,105,160,26,1.01E-19,2.6385,0.45466,1.25E-03,0.37105,0.19834,2.09E-02,36.907,3.2892,0.1495,29.324,3.574,0,6.5663,0.24651,0,65.663,2.8556,,,
6021,25804.35,-1156.6,213.8,72500,66000,4800,105,160,26,4.15E-20,2.6571,0.45882,1.17E-03,0.37645,0.20123,2.17E-02,38.466,3.4211,0.15613,30.424,3.7329,0,6.7541,0.25928,0,67.541,2.9826,,,
6021,26182.65,-1159.6,217.79,72500,66000,4800,105,160,26,5.43E-19,2.685,0.46172,1.18E-03,0.37492,0.20036,2.11E-02,38.177,3.3817,0.15364,30.233,3.685,0,6.703,0.25442,0,67.03,2.9461,,,
6021,26560.95,-1162.7,221.79,72500,66000,4800,105,160,26,1.86E-19,2.7129,0.46214,1.33E-03,0.36609,0.19563,1.97E-02,35.777,3.1707,0.14302,28.553,3.4297,0,6.4038,0.23285,0,64.038,2.7411,,,
6021,26939.9,-1165.7,225.78,72500,66000,4800,105,160,26,1.04E-19,2.7315,0.46735,1.22E-03,0.37418,0.20014,2.11E-02,38.074,3.3724,0.15247,30.145,3.6734,0,6.6839,0.25432,0,66.839,2.9353,,,
6021,27318.2,-1168.7,229.78,72500,66000,4800,105,160,26,3.20E-19,2.7501,0.46993,1.19E-03,0.37482,0.20056,2.12E-02,38.265,3.3914,0.15421,30.286,3.6962,0,6.7078,0.25586,0,67.078,2.9537,,,
6021,27696.5,-1171.7,233.78,72500,66000,4800,105,160,26,3.83E-19,2.778,0.47103,1.27E-03,0.36784,0.1969,2.01E-02,36.323,3.2263,0.14645,28.936,3.4965,0,6.4702,0.23841,0,64.702,2.7945,,,
6021,28075.45,-1174.7,237.77,72500,66000,4800,105,160,26,1.56E-19,2.8059,0.47085,1.48E-03,0.35774,0.19123,1.87E-02,33.34,2.9841,0.13786,26.668,3.2029,0,6.1052,0.21438,0,61.052,2.5555,,,
6021,28453.75,-1177.7,241.77,72500,66000,4800,105,160,26,1.27E-19,2.8245,0.47738,1.28E-03,0.36997,0.19781,2.07E-02,36.51,3.267,0.14972,29.062,3.5451,0,6.5346,0.2439,0,65.346,2.8321,,,
6021,28832.05,-1180.7,245.76,72500,66000,4800,105,160,26,9.74E-20,2.8431,0.48169,1.19E-03,0.37585,0.20092,2.15E-02,38.181,3.4083,0.15635,30.239,3.7155,0,6.7362,0.25788,0,67.362,2.9684,,,
6021,29211,-1183.7,249.76,72500,66000,4800,105,160,26,1.01E-18,2.871,0.48483,1.18E-03,0.37511,0.20042,2.12E-02,38.114,3.3859,0.15475,30.201,3.688,0,6.7061,0.25478,0,67.061,2.9481,,,
6021,29589.3,-1186.7,253.76,72500,66000,4800,105,160,26,3.18E-19,2.8989,0.48541,1.32E-03,0.36682,0.19595,1.98E-02,35.951,3.1862,0.14396,28.687,3.4463,0,6.4209,0.23429,0,64.209,2.7546,,,
6021,29967.6,-1189.8,257.75,72500,66000,4800,105,160,26,6.24E-19,2.9175,0.49057,1.21E-03,0.37481,0.20039,2.11E-02,38.185,3.3852,0.15349,30.241,3.6868,0,6.7,0.25558,0,67,2.9463,,,
6021,30346.55,-1192.8,261.75,72500,66000,4800,105,160,26,3.59E-19,2.9361,0.49308,1.19E-03,0.37517,0.2007,2.11E-02,38.312,3.3991,0.15478,30.333,3.7034,0,6.7161,0.25658,0,67.161,2.96,,,
6021,30724.85,-1195.8,265.74,72500,66000,4800,105,160,26,8.88E-19,2.964,0.49407,1.28E-03,0.36782,0.19685,2.01E-02,36.268,3.2263,0.14632,28.911,3.4943,0,6.467,0.23828,0,64.67,2.793,,,
6021,31103.15,-1198.8,269.74,72500,66000,4800,105,160,26,3.85E-19,2.9919,0.49381,1.49E-03,0.35743,0.19108,1.87E-02,33.248,2.98,0.13761,26.595,3.1957,0,6.095,0.21385,0,60.95,2.5502,,,
6021,31482.1,-1201.8,273.73,72500,66000,4800,105,160,26,6.12E-20,3.0105,0.50036,1.29E-03,0.3697,0.19768,2.07E-02,36.387,3.2632,0.14934,28.991,3.5384,0,6.5272,0.24325,0,65.272,2.8268,,,
6021,31860.4,-1204.8,277.73,72500,66000,4800,105,160,26,1.60E-19,3.0291,0.5047,1.19E-03,0.37571,0.20085,2.15E-02,38.084,3.4066,0.15613,30.184,3.7114,0,6.7324,0.25756,0,67.324,2.9652,,,
6021,32238.7,-1207.8,281.73,72500,66000,4800,105,160,26,7.85E-19,3.057,0.5079,1.18E-03,0.37519,0.20044,2.12E-02,38.069,3.3885,0.15494,30.182,3.6891,0,6.7072,0.25491,0,67.072,2.949,,,
6021,32617.65,-1210.8,285.72,72500,66000,4800,105,160,26,1.62E-18,3.0849,0.50853,1.32E-03,0.36707,0.19603,1.98E-02,35.95,3.1918,0.14429,28.699,3.4509,0,6.4247,0.23469,0,64.247,2.7583,,,
6021,32995.95,-1213.9,289.72,72500,66000,4800,105,160,26,1.92E-19,3.1035,0.51368,1.21E-03,0.37502,0.20046,2.11E-02,38.179,3.3902,0.15386,30.249,3.6906,0,6.7025,0.25594,0,67.025,2.9493,,,
6021,33374.25,-1216.9,293.71,72500,66000,4800,105,160,26,1.03E-19,3.1221,0.51617,1.19E-03,0.37531,0.20074,2.11E-02,38.296,3.4027,0.15505,30.334,3.7056,0,6.7163,0.2568,0,67.163,2.9618,,,
6021,33753.2,-1219.9,297.71,72500,66000,4800,105,160,26,4.59E-19,3.15,0.51713,1.28E-03,0.36786,0.19685,2.01E-02,36.237,3.2281,0.1464,28.902,3.4943,0,6.4642,0.2383,0,64.642,2.7931,,,
6021,34131.5,-1222.9,301.71,72500,66000,4800,105,160,26,2.20E-19,3.1779,0.51686,1.49E-03,0.35741,0.19105,1.87E-02,33.222,2.9811,0.13761,26.578,3.1947,0,6.0907,0.2138,0,60.907,2.5496,,,
6021,34509.8,-1225.9,305.7,72500,66000,4800,105,160,26,6.47E-19,3.1965,0.52342,1.29E-03,0.36968,0.19766,2.07E-02,36.347,3.2643,0.14937,28.971,3.5375,0,6.5234,0.24322,0,65.234,2.8262,,,
6021,34888.75,-1228.9,309.7,72500,66000,4800,105,160,26,1.40E-19,3.2151,0.52776,1.19E-03,0.37573,0.20084,2.15E-02,38.047,3.4082,0.15622,30.17,3.7111,0,6.7295,0.25755,0,67.295,2.9651,,,
6021,35267.05,-1231.9,313.69,72500,66000,4800,105,160,26,2.51E-18,3.243,0.53097,1.18E-03,0.37526,0.20045,2.11E-02,38.031,3.391,0.15514,30.168,3.6899,0,6.7058,0.255,0,67.058,2.9496,,,
6021,35645.35,-1234.9,317.69,72500,66000,4800,105,160,26,3.70E-19,3.2709,0.53161,1.32E-03,0.36717,0.19605,1.98E-02,35.916,3.195,0.14447,28.688,3.4525,0,6.4244,0.23482,0,64.244,2.7596,,,
6021,36024.3,-1238,321.69,72500,66000,4800,105,160,26,2.05E-19,3.2895,0.53676,1.21E-03,0.37512,0.20048,2.11E-02,38.146,3.3932,0.1541,30.239,3.6921,0,6.7021,0.25608,0,67.021,2.9505,,,
6021,36402.6,-1241,325.68,72500,66000,4800,105,160,26,3.14E-20,3.3081,0.53925,1.19E-03,0.3754,0.20076,2.11E-02,38.265,3.4055,0.15529,30.325,3.7068,0,6.7154,0.25692,0,67.154,2.9628,,,
6021,36780.9,-1244,329.68,72500,66000,4800,105,160,26,1.73E-19,3.336,0.5402,1.28E-03,0.36793,0.19686,2.01E-02,36.212,3.2306,0.14655,28.897,3.495,0,6.4627,0.23838,0,64.627,2.7937,,,
6021,37159.85,-1247,333.67,72500,66000,4800,105,160,26,3.67E-19,3.3639,0.53994,1.49E-03,0.35746,0.19106,1.86E-02,33.21,2.9837,0.13769,26.575,3.1956,0,6.0888,0.21389,0,60.888,2.5504,,,
6021,37538.15,-1250,337.67,72500,66000,4800,105,160,26,1.19E-19,3.3825,0.54649,1.29E-03,0.36973,0.19767,2.06E-02,36.323,3.267,0.14951,28.966,3.5385,0,6.522,0.24331,0,65.22,2.827,,,
6021,37916.45,-1253,341.67,72500,66000,4800,105,160,26,4.64E-20,3.4011,0.55084,1.19E-03,0.37578,0.20085,2.14E-02,38.021,3.4108,0.15643,30.165,3.712,0,6.7283,0.25765,0,67.283,2.9659,,,
6021,38295.4,-1256,345.66,72500,66000,4800,105,160,26,2.34E-18,3.429,0.55405,1.18E-03,0.37533,0.20046,2.11E-02,38.003,3.3936,0.15537,30.161,3.6908,0,6.7048,0.2551,0,67.048,2.9505,,,
6021,38673.7,-1259,349.66,72500,66000,4800,105,160,26,3.11E-19,3.4569,0.55468,1.32E-03,0.36725,0.19607,1.98E-02,35.889,3.1977,0.14464,28.681,3.4535,0,6.4235,0.23491,0,64.235,2.7604,,,
6021,39052,-1262,353.65,72500,66000,4800,105,160,26,2.10E-19,3.4755,0.55984,1.22E-03,0.3752,0.2005,2.11E-02,38.117,3.3959,0.15433,30.231,3.6931,0,6.7011,0.25617,0,67.011,2.9514,,,
6021,39430.95,-1265.1,357.65,72500,66000,4800,105,160,26,2.26E-19,3.4941,0.56232,1.19E-03,0.37548,0.20077,2.11E-02,38.238,3.4082,0.15552,30.319,3.7078,0,6.7143,0.25701,0,67.143,2.9636,,,
6021,39809.25,-1268.1,361.65,72500,66000,4800,105,160,26,1.11E-18,3.522,0.56328,1.28E-03,0.36801,0.19687,2.01E-02,36.186,3.2332,0.14671,28.891,3.4959,0,6.4613,0.23847,0,64.613,2.7946,,,
6021,40187.55,-1271.1,365.64,72500,66000,4800,105,160,26,7.77E-20,3.5499,0.56301,1.49E-03,0.35752,0.19108,1.86E-02,33.196,2.9864,0.13778,26.569,3.1965,0,6.0874,0.21398,0,60.874,2.5513,,,
6021,40566.5,-1274.1,369.64,72500,66000,4800,105,160,26,5.33E-19,3.5685,0.56956,1.29E-03,0.36979,0.19768,2.06E-02,36.296,3.2696,0.14967,28.96,3.5394,0,6.5209,0.2434,0,65.209,2.8278,,,
6021,40944.8,-1277.1,373.63,72500,66000,4800,105,160,26,5.02E-19,3.5871,0.57391,1.19E-03,0.37585,0.20086,2.14E-02,37.994,3.4135,0.15666,30.158,3.713,0,6.7274,0.25774,0,67.274,2.9668,,,
6021,41323.1,-1280.1,377.63,72500,66000,4800,105,160,26,1.96E-19,3.615,0.57712,1.18E-03,0.3754,0.20047,2.11E-02,37.976,3.3963,0.15561,30.154,3.6918,0,6.7038,0.25519,0,67.038,2.9513,,,
6021,41702.05,-1283.1,381.63,72500,66000,4800,105,160,26,4.60E-19,3.6429,0.57776,1.32E-03,0.36732,0.19608,1.98E-02,35.862,3.2004,0.14479,28.675,3.4544,0,6.4224,0.235,0,64.224,2.7612,,,
6021,42080.35,-1286.1,385.62,72500,66000,4800,105,160,26,4.02E-19,3.6615,0.58291,1.22E-03,0.37528,0.20051,2.11E-02,38.09,3.3986,0.15455,30.225,3.6942,0,6.7005,0.25628,0,67.005,2.9522,,,
6021,42458.65,-1289.2,389.62,72500,66000,4800,105,160,26,1.76E-19,3.6801,0.5854,1.19E-03,0.37556,0.20079,2.11E-02,38.211,3.4109,0.15576,30.312,3.7089,0,6.7139,0.25712,0,67.139,2.9645,,,
6021,42837.6,-1292.2,393.61,72500,66000,4800,105,160,26,6.75E-19,3.708,0.58635,1.28E-03,0.36808,0.19689,2.01E-02,36.16,3.2359,0.14688,28.885,3.497,0,6.4608,0.23856,0,64.608,2.7954,,,
6021,43215.9,-1295.2,397.61,72500,66000,4800,105,160,26,3.68E-19,3.7359,0.58608,1.49E-03,0.35758,0.19109,1.86E-02,33.182,2.989,0.13787,26.563,3.1974,0,6.0867,0.21406,0,60.867,2.5521,,,
6021,43594.2,-1298.2,401.61,72500,66000,4800,105,160,26,6.96E-19,3.7545,0.59264,1.29E-03,0.36985,0.1977,2.06E-02,36.269,3.2723,0.14984,28.953,3.5404,0,6.5204,0.24349,0,65.204,2.8286,,,
6021,43973.15,-1301.2,405.6,72500,66000,4800,105,160,26,1.15E-19,3.7731,0.59699,1.20E-03,0.37592,0.20088,2.14E-02,37.973,3.4162,0.1569,30.15,3.714,0,6.7269,0.25784,0,67.269,2.9676,,,
6021,44351.45,-1304.2,409.6,72500,66000,4800,105,160,26,9.58E-19,3.801,0.6002,1.19E-03,0.37547,0.20049,2.11E-02,37.946,3.399,0.15585,30.145,3.6928,0,6.7029,0.25529,0,67.029,2.9521,,,
6021,44729.75,-1307.2,413.59,72500,66000,4800,105,160,26,5.72E-19,3.8289,0.60083,1.32E-03,0.3674,0.19609,1.98E-02,35.773,3.203,0.14496,28.625,3.4553,0,6.4211,0.23505,0,64.211,2.7616,,,
6021,45108.7,-1310.2,417.59,72500,66000,4800,105,160,26,5.45E-20,3.8475,0.60598,1.22E-03,0.37542,0.20052,2.11E-02,38.035,3.4011,0.15478,30.192,3.6949,0,6.6992,0.25634,0,66.992,2.9528,,,
6021,45487,-1313.3,421.59,72500,66000,4800,105,160,26,2.98E-19,3.8661,0.60847,1.19E-03,0.37576,0.2008,2.11E-02,38.164,3.4137,0.156,30.29,3.71,0,6.7123,0.25721,0,67.123,2.9653,,,
6021,45865.3,-1316.3,425.58,72500,66000,4800,105,160,26,1.23E-18,3.894,0.60943,1.28E-03,0.36832,0.19691,2.00E-02,36.139,3.2391,0.14705,28.882,3.4984,0,6.4592,0.23868,0,64.592,2.7965,,,
6021,46244.25,-1319.3,429.58,72500,66000,4800,105,160,26,5.59E-19,3.9219,0.60916,1.50E-03,0.35777,0.1911,1.86E-02,33.184,2.9918,0.13796,26.571,3.1983,0,6.0851,0.21414,0,60.851,2.5528,,,
6021,46622.55,-1322.3,433.57,72500,66000,4800,105,160,26,1.09E-19,3.9405,0.61571,1.29E-03,0.37002,0.19771,2.06E-02,36.261,3.275,0.15001,28.959,3.5413,0,6.5192,0.24355,0,65.192,2.8294,,,
6021,47000.85,-1325.3,437.57,72500,66000,4800,105,160,26,3.09E-19,3.9591,0.62006,1.20E-03,0.37605,0.20089,2.14E-02,37.958,3.4188,0.15713,30.152,3.715,0,6.7258,0.25794,0,67.258,2.9684,,,
6021,47379.8,-1328.3,441.57,72500,66000,4800,105,160,26,7.31E-19,3.987,0.62327,1.19E-03,0.37557,0.2005,2.11E-02,37.921,3.4017,0.1561,30.14,3.6938,0,6.7019,0.25538,0,67.019,2.953,,,
6021,47758.1,-1331.3,445.56,72500,66000,4800,105,160,26,8.27E-19,4.0149,0.6239,1.32E-03,0.36743,0.1961,1.98E-02,35.74,3.2057,0.14512,28.614,3.4563,0,6.42,0.23514,0,64.2,2.7624,,,
6021,48136.4,-1334.3,449.56,72500,66000,4800,105,160,26,5.45E-19,4.0335,0.62906,1.22E-03,0.37546,0.20054,2.11E-02,38.003,3.4038,0.15501,30.181,3.6959,0,6.6971,0.25643,0,66.971,2.9537,,,
6021,48515.35,-1337.3,453.55,72500,66000,4800,105,160,26,1.35E-18,4.0521,0.63154,1.20E-03,0.37582,0.20081,2.11E-02,38.134,3.4161,0.15624,30.282,3.7106,0,6.7106,0.25726,0,67.106,2.9659,,,
6021,48893.65,-1340.4,457.55,72500,66000,4800,105,160,26,5.80E-19,4.08,0.63249,1.28E-03,0.36839,0.19691,2.00E-02,36.114,3.2412,0.14722,28.877,3.4987,0,6.4574,0.23871,0,64.574,2.7967,,,
6021,49271.95,-1343.4,461.55,72500,66000,4800,105,160,26,1.17E-19,4.1079,0.63222,1.50E-03,0.35785,0.1911,1.86E-02,33.173,2.9939,0.13806,26.567,3.1985,0,6.0835,0.21417,0,60.835,2.553,,,
6021,49650.9,-1346.4,465.54,72500,66000,4800,105,160,26,1.64E-19,4.1265,0.63877,1.29E-03,0.3701,0.19771,2.06E-02,36.235,3.2772,0.15019,28.958,3.5416,0,6.5179,0.24355,0,65.179,2.8296,,,
6021,50029.2,-1349.4,469.54,72500,66000,4800,105,160,26,1.14E-19,4.1451,0.64313,1.20E-03,0.37613,0.20089,2.14E-02,37.932,3.4211,0.15738,30.146,3.7154,0,6.7247,0.25799,0,67.247,2.9689,,,
6021,50407.5,-1352.4,473.53,72500,66000,4800,105,160,26,2.88E-18,4.173,0.64634,1.19E-03,0.37564,0.20051,2.11E-02,37.893,3.4039,0.15635,30.132,3.6942,0,6.7009,0.25542,0,67.009,2.9534,,,
6021,50786.45,-1355.4,477.53,72500,66000,4800,105,160,26,7.04E-19,4.2009,0.64697,1.32E-03,0.36749,0.19611,1.98E-02,35.711,3.2081,0.14529,28.606,3.4569,0,6.419,0.2352,0,64.19,2.7629,,,
6021,51164.75,-1358.4,481.53,72500,66000,4800,105,160,26,7.02E-19,4.2195,0.65213,1.22E-03,0.37553,0.20054,2.11E-02,37.974,3.4062,0.15524,30.173,3.6965,0,6.696,0.2565,0,66.96,2.9542,,,
6021,51543.05,-1361.4,485.52,72500,66000,4800,105,160,26,3.51E-19,4.2381,0.65461,1.20E-03,0.37588,0.20082,2.11E-02,38.106,3.4186,0.15649,30.274,3.7114,0,6.7092,0.25733,0,67.092,2.9665,,,
